time,液体流量计1,气体流量计2,温度传感器3,温度传感器4,液位传感器5,压力传感器6,液体流量计7,气体流量计8,温度传感器9,温度传感器10,压力传感器11,液位传感器12,气体流量计13,温度传感器14,压力传感器15,液体流量计16,温度传感器18,压力传感器19,液体流量计20,液位传感器21,温度传感器22,压力传感器23,温度传感器24,压力传感器25,液体流量计26,液位传感器27,压力传感器28,温度传感器29,温度传感器30,压力传感器31,液体流量计32
" 2022-08-29 16:51:30",27.0,1.0,27.0,22.0,424.0,12.0,24.0,1.0,24.0,22.0,13.0,486.0,0.0,25.0,3.0,18.0,25.0,26.0,4.0,385.0,20.0,15.0,23.0,11.0,10.0,401.0,7.0,25.0,28.0,37.0,2.0
" 2022-08-29 16:52:00",9.0,0.0,23.0,21.0,518.0,26.0,5.0,0.0,27.0,20.0,6.0,502.0,1.0,25.0,3.0,29.0,24.0,11.0,17.0,318.0,29.0,29.0,22.0,23.0,10.0,355.0,14.0,26.0,26.0,18.0,0.0
" 2022-08-29 16:52:30",22.0,1.0,28.0,24.0,403.0,17.0,11.0,0.0,26.0,27.0,9.0,449.0,1.0,25.0,31.0,5.0,20.0,20.0,3.0,411.0,29.0,10.0,23.0,15.0,2.0,484.0,14.0,23.0,25.0,7.0,11.0
" 2022-08-29 16:53:00",17.0,0.0,20.0,26.0,336.0,32.0,23.0,0.0,24.0,26.0,19.0,353.0,1.0,22.0,39.0,5.0,27.0,22.0,9.0,495.0,28.0,4.0,28.0,21.0,29.0,502.0,9.0,27.0,28.0,6.0,19.0
" 2022-08-29 16:53:30",15.0,0.0,24.0,29.0,442.0,33.0,23.0,0.0,22.0,24.0,4.0,345.0,1.0,21.0,32.0,20.0,29.0,35.0,12.0,332.0,28.0,25.0,21.0,2.0,19.0,334.0,39.0,28.0,21.0,35.0,5.0
" 2022-08-29 16:54:00",2.0,0.0,27.0,27.0,349.0,3.0,0.0,0.0,26.0,23.0,37.0,493.0,0.0,22.0,28.0,14.0,22.0,31.0,23.0,526.0,27.0,8.0,23.0,10.0,16.0,417.0,18.0,28.0,20.0,16.0,18.0
" 2022-08-29 16:54:30",9.0,1.0,28.0,29.0,312.0,31.0,26.0,1.0,20.0,26.0,14.0,316.0,0.0,21.0,14.0,4.0,22.0,14.0,22.0,470.0,29.0,28.0,29.0,24.0,5.0,517.0,21.0,23.0,25.0,36.0,15.0
" 2022-08-29 16:55:00",22.0,0.0,22.0,29.0,545.0,23.0,13.0,0.0,28.0,26.0,31.0,482.0,0.0,24.0,2.0,25.0,24.0,4.0,9.0,530.0,21.0,13.0,23.0,22.0,15.0,470.0,6.0,24.0,24.0,29.0,27.0
" 2022-08-29 16:55:30",21.0,1.0,26.0,27.0,409.0,7.0,25.0,1.0,27.0,24.0,35.0,387.0,0.0,25.0,22.0,4.0,24.0,2.0,7.0,372.0,24.0,27.0,25.0,14.0,15.0,347.0,21.0,23.0,28.0,11.0,27.0
" 2022-08-29 16:56:00",25.0,1.0,22.0,21.0,316.0,33.0,13.0,0.0,20.0,21.0,18.0,405.0,1.0,29.0,38.0,4.0,28.0,30.0,9.0,463.0,27.0,23.0,24.0,38.0,5.0,511.0,39.0,28.0,22.0,2.0,29.0
" 2022-08-29 16:56:30",15.0,0.0,22.0,20.0,339.0,10.0,1.0,0.0,27.0,23.0,19.0,506.0,1.0,25.0,10.0,16.0,21.0,9.0,17.0,513.0,21.0,2.0,22.0,19.0,5.0,526.0,16.0,28.0,29.0,11.0,17.0
" 2022-08-29 16:57:00",13.0,0.0,21.0,20.0,478.0,27.0,13.0,0.0,28.0,23.0,36.0,331.0,0.0,27.0,32.0,9.0,25.0,11.0,10.0,538.0,23.0,29.0,22.0,2.0,17.0,510.0,32.0,22.0,28.0,37.0,22.0
" 2022-08-29 16:57:30",16.0,1.0,22.0,22.0,307.0,14.0,28.0,0.0,27.0,28.0,17.0,335.0,1.0,22.0,25.0,24.0,21.0,17.0,6.0,502.0,22.0,20.0,22.0,21.0,5.0,402.0,30.0,27.0,21.0,15.0,13.0
" 2022-08-29 16:58:00",6.0,1.0,25.0,24.0,417.0,14.0,4.0,0.0,25.0,25.0,13.0,362.0,0.0,26.0,39.0,12.0,27.0,36.0,10.0,510.0,23.0,19.0,22.0,20.0,11.0,527.0,34.0,25.0,21.0,16.0,10.0
" 2022-08-29 16:58:30",28.0,0.0,20.0,28.0,364.0,19.0,24.0,0.0,27.0,28.0,3.0,506.0,0.0,23.0,17.0,25.0,23.0,20.0,6.0,318.0,25.0,14.0,25.0,39.0,21.0,421.0,20.0,24.0,20.0,13.0,19.0
" 2022-08-29 16:59:00",23.0,1.0,26.0,27.0,528.0,12.0,19.0,0.0,20.0,25.0,5.0,462.0,1.0,29.0,3.0,26.0,29.0,31.0,29.0,376.0,25.0,1.0,24.0,38.0,28.0,369.0,22.0,22.0,22.0,38.0,1.0
" 2022-08-29 16:59:30",17.0,1.0,24.0,23.0,341.0,6.0,0.0,0.0,27.0,24.0,5.0,465.0,1.0,22.0,27.0,14.0,25.0,5.0,2.0,513.0,25.0,17.0,20.0,2.0,14.0,335.0,37.0,27.0,26.0,1.0,1.0
