time,液体流量计1,气体流量计2,温度传感器3,温度传感器4,液位传感器5,压力传感器6,液体流量计7,气体流量计8,温度传感器9,温度传感器10,压力传感器11,液位传感器12,气体流量计13,温度传感器14,压力传感器15,液体流量计16,温度传感器18,压力传感器19,液体流量计20,液位传感器21,温度传感器22,压力传感器23,温度传感器24,压力传感器25,液体流量计26,液位传感器27,压力传感器28,温度传感器29,温度传感器30,压力传感器31,液体流量计32
" 2022-08-15 11:45:51",12.0,0.0,25.0,22.0,494.0,26.0,6.0,0.0,28.0,22.0,26.0,536.0,1.0,20.0,25.0,27.0,28.0,39.0,18.0,472.0,26.0,38.0,29.0,9.0,16.0,500.0,34.0,28.0,20.0,37.0,12.0
" 2022-08-15 11:45:10",16.0,1.0,22.0,29.0,496.0,37.0,2.0,1.0,23.0,24.0,35.0,342.0,1.0,23.0,15.0,20.0,26.0,30.0,1.0,491.0,29.0,5.0,29.0,14.0,28.0,426.0,26.0,20.0,29.0,28.0,28.0
" 2022-08-15 11:46:43",19.0,0.0,24.0,20.0,421.0,7.0,14.0,1.0,26.0,22.0,27.0,535.0,0.0,20.0,21.0,22.0,27.0,15.0,7.0,354.0,25.0,21.0,28.0,8.0,16.0,528.0,26.0,28.0,24.0,29.0,8.0
" 2022-08-15 11:46:33",21.0,0.0,25.0,29.0,397.0,5.0,10.0,1.0,23.0,28.0,17.0,305.0,0.0,26.0,35.0,19.0,26.0,11.0,3.0,366.0,29.0,6.0,25.0,24.0,16.0,362.0,16.0,20.0,28.0,20.0,26.0
" 2022-08-15 11:48:49",16.0,1.0,20.0,23.0,341.0,16.0,10.0,1.0,29.0,26.0,29.0,492.0,0.0,23.0,15.0,20.0,22.0,11.0,12.0,428.0,21.0,18.0,21.0,13.0,21.0,496.0,32.0,22.0,27.0,26.0,3.0
" 2022-08-15 11:47:22",5.0,0.0,20.0,28.0,529.0,34.0,17.0,0.0,24.0,23.0,10.0,393.0,1.0,27.0,20.0,10.0,27.0,25.0,0.0,370.0,20.0,11.0,24.0,31.0,10.0,482.0,24.0,27.0,23.0,39.0,7.0
" 2022-08-15 11:46:40",22.0,0.0,21.0,25.0,338.0,14.0,13.0,1.0,29.0,22.0,15.0,420.0,1.0,27.0,12.0,6.0,28.0,23.0,9.0,404.0,20.0,38.0,22.0,10.0,12.0,524.0,38.0,28.0,27.0,38.0,27.0
" 2022-08-15 11:50:02",0.0,1.0,23.0,28.0,489.0,4.0,6.0,0.0,26.0,28.0,36.0,405.0,1.0,27.0,16.0,7.0,21.0,30.0,17.0,372.0,22.0,7.0,29.0,19.0,17.0,357.0,0.0,29.0,29.0,7.0,8.0
" 2022-08-15 11:50:11",2.0,0.0,29.0,21.0,533.0,34.0,21.0,1.0,21.0,26.0,26.0,473.0,0.0,28.0,35.0,29.0,21.0,17.0,6.0,494.0,24.0,8.0,27.0,39.0,8.0,412.0,13.0,25.0,21.0,7.0,14.0
" 2022-08-15 11:49:50",11.0,0.0,22.0,26.0,520.0,6.0,4.0,0.0,26.0,24.0,19.0,529.0,1.0,27.0,24.0,27.0,25.0,27.0,22.0,449.0,20.0,9.0,25.0,7.0,12.0,354.0,28.0,23.0,23.0,15.0,19.0
" 2022-08-15 11:50:43",26.0,0.0,25.0,24.0,399.0,29.0,28.0,1.0,23.0,29.0,2.0,524.0,1.0,20.0,27.0,28.0,25.0,15.0,24.0,439.0,24.0,33.0,22.0,6.0,14.0,515.0,8.0,24.0,22.0,19.0,18.0
" 2022-08-15 11:51:04",26.0,1.0,20.0,24.0,503.0,38.0,2.0,0.0,27.0,22.0,25.0,359.0,0.0,27.0,33.0,1.0,25.0,17.0,7.0,546.0,21.0,1.0,22.0,14.0,8.0,408.0,9.0,27.0,24.0,8.0,23.0
" 2022-08-15 11:51:59",4.0,0.0,25.0,24.0,385.0,28.0,17.0,0.0,24.0,29.0,16.0,372.0,1.0,25.0,37.0,0.0,23.0,4.0,8.0,378.0,28.0,34.0,28.0,32.0,3.0,516.0,2.0,22.0,27.0,10.0,16.0
" 2022-08-15 11:53:13",26.0,1.0,21.0,26.0,369.0,13.0,26.0,0.0,27.0,20.0,25.0,501.0,1.0,25.0,16.0,3.0,21.0,37.0,20.0,453.0,24.0,12.0,20.0,16.0,29.0,483.0,25.0,28.0,21.0,27.0,18.0
" 2022-08-15 11:52:39",14.0,1.0,25.0,20.0,478.0,32.0,22.0,1.0,21.0,24.0,32.0,366.0,0.0,27.0,0.0,6.0,28.0,21.0,3.0,442.0,20.0,2.0,29.0,16.0,6.0,360.0,4.0,25.0,25.0,37.0,18.0
" 2022-08-15 11:51:15",15.0,0.0,29.0,24.0,545.0,8.0,5.0,1.0,24.0,26.0,23.0,498.0,0.0,21.0,16.0,15.0,28.0,16.0,16.0,326.0,20.0,22.0,23.0,32.0,24.0,334.0,21.0,27.0,23.0,33.0,20.0
" 2022-08-15 11:54:01",27.0,0.0,21.0,23.0,538.0,20.0,3.0,0.0,20.0,21.0,25.0,520.0,1.0,21.0,16.0,13.0,22.0,10.0,25.0,372.0,26.0,23.0,27.0,32.0,22.0,447.0,25.0,25.0,22.0,16.0,6.0
" 2022-08-15 11:54:20",2.0,0.0,29.0,20.0,498.0,7.0,19.0,1.0,26.0,26.0,17.0,401.0,0.0,29.0,37.0,25.0,24.0,22.0,0.0,359.0,23.0,16.0,27.0,21.0,23.0,444.0,19.0,27.0,27.0,10.0,26.0
" 2022-08-15 11:54:49",21.0,0.0,24.0,28.0,477.0,24.0,10.0,0.0,20.0,29.0,26.0,408.0,1.0,25.0,5.0,24.0,29.0,28.0,9.0,477.0,26.0,24.0,22.0,31.0,4.0,480.0,38.0,27.0,27.0,13.0,24.0
" 2022-08-15 11:55:05",13.0,0.0,22.0,22.0,437.0,26.0,18.0,1.0,23.0,29.0,3.0,495.0,0.0,24.0,33.0,17.0,22.0,30.0,15.0,465.0,23.0,28.0,21.0,34.0,10.0,458.0,14.0,29.0,21.0,18.0,27.0
" 2022-08-15 11:55:14",18.0,1.0,27.0,27.0,493.0,19.0,21.0,1.0,29.0,20.0,9.0,496.0,0.0,21.0,8.0,10.0,26.0,26.0,20.0,363.0,21.0,3.0,20.0,26.0,26.0,503.0,11.0,22.0,24.0,1.0,10.0
" 2022-08-15 11:55:53",20.0,0.0,23.0,21.0,547.0,9.0,29.0,0.0,21.0,28.0,14.0,434.0,1.0,24.0,39.0,23.0,24.0,6.0,1.0,367.0,21.0,24.0,27.0,27.0,12.0,542.0,25.0,25.0,29.0,28.0,11.0
" 2022-08-15 11:56:35",16.0,1.0,22.0,25.0,379.0,35.0,8.0,1.0,29.0,23.0,3.0,309.0,1.0,21.0,4.0,24.0,25.0,33.0,24.0,442.0,20.0,22.0,26.0,39.0,24.0,523.0,1.0,20.0,29.0,37.0,11.0
" 2022-08-15 11:58:21",21.0,0.0,27.0,29.0,526.0,2.0,17.0,0.0,21.0,28.0,15.0,475.0,1.0,25.0,24.0,13.0,22.0,15.0,8.0,445.0,22.0,19.0,28.0,35.0,23.0,418.0,15.0,23.0,27.0,36.0,4.0
" 2022-08-15 11:58:02",9.0,0.0,25.0,21.0,468.0,1.0,5.0,0.0,21.0,27.0,18.0,509.0,0.0,20.0,14.0,27.0,22.0,15.0,24.0,330.0,25.0,22.0,20.0,26.0,2.0,349.0,11.0,26.0,20.0,37.0,6.0
" 2022-08-15 11:57:38",26.0,0.0,25.0,25.0,349.0,12.0,12.0,0.0,21.0,20.0,35.0,484.0,1.0,25.0,7.0,28.0,21.0,1.0,15.0,510.0,22.0,18.0,24.0,37.0,12.0,434.0,19.0,26.0,26.0,23.0,5.0
" 2022-08-15 11:59:01",10.0,1.0,24.0,20.0,338.0,11.0,6.0,1.0,22.0,23.0,8.0,345.0,1.0,22.0,12.0,4.0,28.0,5.0,29.0,339.0,27.0,8.0,28.0,39.0,9.0,318.0,21.0,28.0,23.0,34.0,3.0
" 2022-08-15 11:58:10",1.0,1.0,21.0,27.0,415.0,21.0,29.0,1.0,26.0,25.0,28.0,312.0,0.0,20.0,26.0,24.0,24.0,18.0,29.0,455.0,22.0,10.0,26.0,31.0,8.0,386.0,22.0,23.0,21.0,3.0,10.0
" 2022-08-15 11:59:25",6.0,0.0,24.0,26.0,359.0,0.0,22.0,1.0,23.0,21.0,22.0,363.0,0.0,27.0,23.0,23.0,23.0,14.0,25.0,536.0,27.0,32.0,29.0,17.0,10.0,406.0,2.0,29.0,29.0,9.0,14.0
" 2022-08-15 11:59:14",22.0,1.0,28.0,22.0,368.0,1.0,10.0,0.0,28.0,26.0,10.0,371.0,1.0,29.0,34.0,13.0,21.0,9.0,9.0,393.0,21.0,20.0,25.0,9.0,20.0,448.0,17.0,27.0,27.0,13.0,14.0
" 2022-08-15 12:01:51",14.0,0.0,21.0,21.0,394.0,13.0,4.0,0.0,29.0,28.0,29.0,385.0,0.0,20.0,27.0,2.0,27.0,21.0,13.0,313.0,25.0,38.0,24.0,32.0,15.0,367.0,11.0,24.0,20.0,25.0,22.0
" 2022-08-15 12:02:23",1.0,1.0,26.0,29.0,459.0,35.0,9.0,1.0,25.0,28.0,20.0,445.0,1.0,25.0,35.0,16.0,20.0,5.0,8.0,369.0,26.0,12.0,24.0,19.0,2.0,370.0,3.0,21.0,24.0,38.0,9.0
" 2022-08-15 12:00:57",12.0,1.0,28.0,25.0,396.0,19.0,4.0,1.0,23.0,28.0,26.0,392.0,0.0,28.0,39.0,15.0,20.0,4.0,10.0,380.0,28.0,2.0,29.0,34.0,9.0,316.0,14.0,22.0,27.0,31.0,8.0
" 2022-08-15 12:02:17",5.0,1.0,29.0,27.0,528.0,9.0,11.0,0.0,22.0,29.0,33.0,406.0,0.0,26.0,1.0,5.0,27.0,36.0,13.0,370.0,20.0,38.0,22.0,1.0,8.0,463.0,25.0,23.0,24.0,5.0,6.0
" 2022-08-15 12:03:48",26.0,1.0,23.0,25.0,423.0,12.0,13.0,1.0,29.0,28.0,22.0,488.0,1.0,24.0,34.0,17.0,29.0,27.0,3.0,315.0,21.0,26.0,26.0,8.0,1.0,310.0,9.0,26.0,22.0,10.0,29.0
" 2022-08-15 12:03:09",1.0,1.0,25.0,25.0,450.0,23.0,26.0,0.0,22.0,20.0,36.0,531.0,1.0,21.0,23.0,8.0,20.0,29.0,9.0,404.0,22.0,19.0,22.0,36.0,23.0,424.0,19.0,27.0,23.0,20.0,18.0
" 2022-08-15 12:04:41",9.0,1.0,26.0,29.0,311.0,29.0,25.0,1.0,29.0,25.0,29.0,496.0,1.0,21.0,29.0,0.0,26.0,36.0,7.0,512.0,22.0,20.0,26.0,16.0,7.0,348.0,37.0,28.0,25.0,9.0,3.0
" 2022-08-15 12:05:13",1.0,0.0,21.0,21.0,437.0,30.0,1.0,0.0,28.0,20.0,12.0,470.0,0.0,21.0,18.0,6.0,24.0,12.0,26.0,408.0,25.0,9.0,22.0,25.0,27.0,439.0,11.0,21.0,23.0,10.0,11.0
" 2022-08-15 12:06:12",13.0,0.0,23.0,29.0,412.0,37.0,22.0,0.0,21.0,26.0,19.0,532.0,0.0,24.0,20.0,1.0,21.0,32.0,7.0,485.0,24.0,22.0,28.0,4.0,17.0,539.0,21.0,24.0,20.0,25.0,3.0
" 2022-08-15 12:03:11",28.0,1.0,29.0,22.0,356.0,15.0,14.0,1.0,27.0,24.0,27.0,532.0,0.0,28.0,28.0,11.0,24.0,3.0,2.0,397.0,20.0,24.0,23.0,35.0,28.0,524.0,0.0,27.0,20.0,21.0,9.0
" 2022-08-15 12:06:39",18.0,0.0,23.0,24.0,432.0,26.0,6.0,1.0,29.0,29.0,39.0,366.0,1.0,27.0,35.0,16.0,21.0,5.0,20.0,456.0,24.0,34.0,28.0,3.0,1.0,301.0,22.0,25.0,27.0,30.0,4.0
" 2022-08-15 12:06:42",18.0,1.0,24.0,26.0,535.0,15.0,3.0,1.0,27.0,22.0,21.0,439.0,0.0,27.0,29.0,6.0,29.0,30.0,12.0,309.0,27.0,27.0,20.0,38.0,8.0,335.0,22.0,20.0,26.0,14.0,5.0
" 2022-08-15 12:06:46",0.0,0.0,25.0,27.0,503.0,21.0,20.0,0.0,29.0,28.0,17.0,303.0,1.0,27.0,31.0,27.0,23.0,24.0,17.0,301.0,21.0,18.0,27.0,24.0,28.0,318.0,29.0,20.0,21.0,27.0,0.0
" 2022-08-15 12:08:29",8.0,0.0,23.0,29.0,466.0,9.0,21.0,1.0,25.0,24.0,35.0,457.0,1.0,20.0,24.0,27.0,27.0,13.0,1.0,442.0,29.0,29.0,24.0,4.0,8.0,477.0,7.0,21.0,21.0,35.0,26.0
" 2022-08-15 12:08:40",18.0,0.0,29.0,22.0,446.0,24.0,9.0,1.0,22.0,22.0,19.0,520.0,0.0,23.0,38.0,27.0,25.0,12.0,4.0,329.0,29.0,14.0,21.0,25.0,22.0,492.0,33.0,23.0,29.0,34.0,23.0
" 2022-08-15 12:06:01",11.0,0.0,27.0,29.0,525.0,12.0,20.0,0.0,24.0,25.0,32.0,544.0,1.0,22.0,25.0,9.0,27.0,33.0,2.0,322.0,21.0,28.0,20.0,26.0,15.0,361.0,39.0,21.0,24.0,33.0,27.0
" 2022-08-15 12:09:40",11.0,1.0,20.0,27.0,523.0,13.0,9.0,2.0,26.0,21.0,2.0,427.0,1.0,29.0,30.0,6.0,25.0,21.0,25.0,315.0,24.0,8.0,22.0,22.0,21.0,367.0,7.0,26.0,28.0,5.0,5.0
" 2022-08-15 12:08:19",9.0,1.0,28.0,29.0,446.0,30.0,8.0,1.0,24.0,20.0,7.0,498.0,1.0,28.0,13.0,7.0,27.0,29.0,13.0,335.0,22.0,36.0,22.0,12.0,14.0,511.0,29.0,21.0,23.0,20.0,29.0
" 2022-08-15 12:10:53",17.0,1.0,23.0,23.0,375.0,10.0,9.0,0.0,22.0,28.0,5.0,449.0,1.0,29.0,30.0,18.0,26.0,39.0,17.0,537.0,23.0,33.0,20.0,3.0,7.0,423.0,8.0,29.0,29.0,24.0,6.0
" 2022-08-15 12:10:54",11.0,0.0,21.0,23.0,315.0,17.0,19.0,1.0,28.0,26.0,7.0,420.0,0.0,26.0,26.0,17.0,20.0,38.0,9.0,462.0,25.0,20.0,22.0,37.0,22.0,455.0,37.0,29.0,27.0,35.0,14.0
" 2022-08-15 12:10:28",25.0,0.0,29.0,28.0,535.0,12.0,17.0,1.0,22.0,23.0,12.0,540.0,0.0,24.0,7.0,13.0,23.0,5.0,13.0,450.0,28.0,23.0,20.0,29.0,11.0,379.0,6.0,25.0,23.0,24.0,9.0
" 2022-08-15 12:11:29",12.0,1.0,25.0,25.0,370.0,16.0,7.0,0.0,23.0,29.0,35.0,350.0,0.0,23.0,13.0,18.0,29.0,2.0,0.0,439.0,26.0,9.0,21.0,23.0,9.0,421.0,37.0,29.0,20.0,18.0,8.0
" 2022-08-15 12:11:56",17.0,0.0,25.0,24.0,319.0,23.0,2.0,1.0,29.0,21.0,17.0,549.0,1.0,23.0,27.0,19.0,29.0,9.0,6.0,325.0,24.0,23.0,23.0,15.0,15.0,350.0,8.0,27.0,21.0,36.0,23.0
" 2022-08-15 12:13:48",24.0,1.0,23.0,25.0,338.0,24.0,13.0,1.0,27.0,23.0,2.0,377.0,0.0,21.0,11.0,6.0,26.0,24.0,24.0,309.0,20.0,22.0,29.0,31.0,18.0,371.0,38.0,29.0,29.0,13.0,0.0
" 2022-08-15 12:13:55",9.0,1.0,26.0,28.0,423.0,21.0,22.0,1.0,24.0,27.0,23.0,412.0,1.0,22.0,17.0,3.0,22.0,21.0,14.0,537.0,24.0,9.0,21.0,2.0,22.0,475.0,12.0,22.0,22.0,14.0,13.0
" 2022-08-15 12:14:27",7.0,1.0,21.0,23.0,369.0,22.0,10.0,0.0,22.0,28.0,6.0,542.0,0.0,23.0,34.0,22.0,26.0,14.0,9.0,501.0,29.0,39.0,21.0,14.0,23.0,334.0,35.0,21.0,22.0,18.0,17.0
" 2022-08-15 12:15:12",21.0,0.0,25.0,28.0,385.0,39.0,9.0,0.0,23.0,28.0,7.0,372.0,0.0,23.0,5.0,19.0,28.0,19.0,9.0,407.0,24.0,11.0,27.0,18.0,15.0,377.0,35.0,21.0,24.0,35.0,2.0
" 2022-08-15 12:12:13",16.0,1.0,23.0,23.0,517.0,12.0,1.0,0.0,20.0,26.0,16.0,419.0,1.0,23.0,11.0,3.0,20.0,25.0,0.0,412.0,27.0,34.0,22.0,30.0,20.0,313.0,4.0,25.0,23.0,39.0,19.0
" 2022-08-15 12:16:05",20.0,0.0,21.0,26.0,367.0,29.0,11.0,0.0,20.0,27.0,15.0,535.0,1.0,28.0,22.0,28.0,26.0,30.0,1.0,546.0,23.0,5.0,20.0,33.0,20.0,374.0,18.0,22.0,25.0,0.0,4.0
" 2022-08-15 12:13:14",29.0,0.0,26.0,20.0,363.0,38.0,25.0,1.0,20.0,26.0,18.0,523.0,0.0,22.0,19.0,2.0,27.0,9.0,27.0,523.0,20.0,8.0,23.0,11.0,28.0,353.0,4.0,25.0,28.0,14.0,19.0
" 2022-08-15 12:13:41",4.0,1.0,27.0,29.0,486.0,10.0,6.0,0.0,22.0,26.0,19.0,376.0,0.0,22.0,31.0,28.0,23.0,18.0,13.0,331.0,20.0,34.0,25.0,36.0,21.0,336.0,12.0,23.0,27.0,16.0,21.0
" 2022-08-15 12:17:12",23.0,0.0,20.0,22.0,421.0,13.0,17.0,0.0,28.0,27.0,6.0,340.0,0.0,28.0,21.0,26.0,29.0,18.0,12.0,348.0,21.0,8.0,28.0,11.0,24.0,353.0,28.0,22.0,25.0,32.0,0.0
" 2022-08-15 12:18:24",23.0,1.0,24.0,27.0,427.0,14.0,1.0,0.0,29.0,28.0,33.0,397.0,1.0,29.0,10.0,29.0,25.0,17.0,12.0,351.0,23.0,10.0,23.0,36.0,23.0,429.0,0.0,29.0,28.0,5.0,14.0
" 2022-08-15 12:18:02",4.0,1.0,28.0,21.0,462.0,14.0,19.0,1.0,29.0,29.0,29.0,538.0,1.0,25.0,30.0,24.0,24.0,7.0,15.0,411.0,27.0,30.0,20.0,22.0,27.0,437.0,32.0,22.0,21.0,35.0,10.0
" 2022-08-15 12:19:01",15.0,1.0,27.0,24.0,443.0,15.0,0.0,0.0,26.0,29.0,32.0,419.0,1.0,26.0,32.0,7.0,23.0,24.0,12.0,371.0,20.0,37.0,26.0,16.0,18.0,424.0,9.0,26.0,24.0,37.0,13.0
" 2022-08-15 12:17:43",8.0,1.0,28.0,25.0,433.0,27.0,22.0,1.0,24.0,23.0,2.0,485.0,1.0,20.0,21.0,25.0,27.0,20.0,22.0,358.0,28.0,23.0,23.0,24.0,4.0,545.0,6.0,25.0,21.0,24.0,9.0
" 2022-08-15 12:16:31",0.0,0.0,27.0,22.0,342.0,0.0,4.0,1.0,22.0,20.0,0.0,423.0,1.0,28.0,3.0,9.0,25.0,9.0,6.0,526.0,26.0,20.0,23.0,32.0,23.0,506.0,19.0,26.0,27.0,16.0,26.0
" 2022-08-15 12:19:47",9.0,0.0,26.0,28.0,522.0,15.0,15.0,1.0,24.0,28.0,26.0,337.0,0.0,21.0,38.0,29.0,23.0,14.0,20.0,319.0,21.0,27.0,28.0,35.0,7.0,400.0,35.0,25.0,25.0,0.0,23.0
" 2022-08-15 12:18:50",23.0,1.0,27.0,24.0,372.0,5.0,17.0,0.0,23.0,26.0,11.0,424.0,1.0,29.0,32.0,21.0,25.0,20.0,4.0,506.0,20.0,34.0,25.0,17.0,11.0,459.0,10.0,21.0,28.0,29.0,19.0
" 2022-08-15 12:20:25",13.0,0.0,20.0,26.0,327.0,39.0,3.0,1.0,21.0,29.0,39.0,434.0,1.0,29.0,24.0,16.0,28.0,32.0,20.0,443.0,25.0,9.0,20.0,23.0,2.0,512.0,39.0,27.0,20.0,25.0,2.0
" 2022-08-15 12:18:48",6.0,1.0,29.0,23.0,516.0,29.0,20.0,1.0,25.0,27.0,12.0,318.0,0.0,28.0,13.0,20.0,25.0,15.0,16.0,300.0,25.0,5.0,29.0,3.0,20.0,329.0,19.0,21.0,22.0,34.0,29.0
" 2022-08-15 12:22:01",1.0,1.0,28.0,28.0,341.0,13.0,6.0,0.0,23.0,23.0,19.0,461.0,0.0,21.0,35.0,23.0,24.0,5.0,17.0,431.0,28.0,16.0,26.0,37.0,6.0,361.0,9.0,29.0,25.0,37.0,8.0
" 2022-08-15 12:22:05",20.0,1.0,27.0,22.0,531.0,1.0,12.0,0.0,29.0,29.0,39.0,323.0,0.0,20.0,13.0,21.0,28.0,8.0,24.0,522.0,26.0,37.0,25.0,15.0,17.0,408.0,16.0,20.0,27.0,32.0,28.0
" 2022-08-15 12:22:16",22.0,1.0,28.0,25.0,445.0,12.0,6.0,1.0,23.0,27.0,20.0,494.0,1.0,21.0,1.0,9.0,27.0,17.0,0.0,404.0,26.0,9.0,28.0,15.0,10.0,307.0,9.0,23.0,22.0,17.0,15.0
" 2022-08-15 12:23:03",8.0,1.0,26.0,20.0,351.0,20.0,19.0,0.0,27.0,20.0,21.0,444.0,0.0,26.0,15.0,17.0,27.0,14.0,25.0,515.0,26.0,7.0,26.0,34.0,18.0,516.0,0.0,27.0,25.0,5.0,27.0
" 2022-08-15 12:22:47",17.0,0.0,24.0,28.0,473.0,36.0,4.0,1.0,22.0,23.0,5.0,388.0,1.0,22.0,0.0,10.0,29.0,30.0,1.0,430.0,22.0,25.0,25.0,19.0,18.0,447.0,16.0,22.0,28.0,23.0,23.0
" 2022-08-15 12:24:49",25.0,1.0,23.0,25.0,383.0,11.0,26.0,0.0,22.0,25.0,35.0,426.0,1.0,21.0,30.0,18.0,26.0,16.0,20.0,368.0,27.0,12.0,28.0,33.0,0.0,545.0,12.0,21.0,28.0,3.0,28.0
" 2022-08-15 12:24:58",0.0,0.0,22.0,28.0,364.0,29.0,21.0,1.0,24.0,26.0,29.0,408.0,1.0,29.0,9.0,22.0,24.0,21.0,12.0,300.0,21.0,28.0,27.0,3.0,9.0,527.0,13.0,22.0,21.0,26.0,15.0
" 2022-08-15 12:26:26",29.0,0.0,25.0,23.0,322.0,12.0,15.0,0.0,26.0,20.0,36.0,472.0,1.0,21.0,25.0,24.0,22.0,24.0,29.0,415.0,25.0,34.0,22.0,25.0,1.0,474.0,27.0,27.0,28.0,31.0,16.0
" 2022-08-15 12:24:34",24.0,0.0,23.0,21.0,458.0,14.0,20.0,0.0,25.0,26.0,30.0,347.0,1.0,28.0,0.0,18.0,29.0,35.0,5.0,355.0,26.0,13.0,27.0,9.0,0.0,466.0,21.0,20.0,29.0,8.0,10.0
" 2022-08-15 12:26:07",25.0,1.0,21.0,24.0,518.0,8.0,2.0,1.0,25.0,22.0,9.0,423.0,1.0,24.0,3.0,7.0,21.0,25.0,16.0,389.0,20.0,30.0,24.0,35.0,0.0,380.0,37.0,21.0,21.0,12.0,26.0
" 2022-08-15 12:27:13",22.0,0.0,24.0,29.0,452.0,31.0,13.0,0.0,23.0,27.0,12.0,375.0,0.0,24.0,23.0,23.0,23.0,36.0,23.0,318.0,24.0,2.0,22.0,35.0,5.0,436.0,23.0,29.0,22.0,23.0,10.0
" 2022-08-15 12:26:29",2.0,1.0,29.0,21.0,355.0,11.0,28.0,1.0,24.0,25.0,1.0,395.0,1.0,24.0,39.0,9.0,22.0,29.0,1.0,346.0,20.0,11.0,26.0,19.0,1.0,409.0,13.0,28.0,29.0,3.0,15.0
" 2022-08-15 12:28:02",0.0,0.0,28.0,21.0,369.0,4.0,4.0,0.0,20.0,22.0,7.0,319.0,1.0,21.0,9.0,10.0,24.0,33.0,5.0,317.0,24.0,24.0,27.0,20.0,16.0,526.0,36.0,23.0,24.0,4.0,28.0
" 2022-08-15 12:28:55",15.0,0.0,21.0,21.0,445.0,22.0,15.0,0.0,24.0,28.0,31.0,304.0,0.0,27.0,27.0,12.0,24.0,11.0,21.0,313.0,21.0,15.0,26.0,16.0,4.0,401.0,17.0,29.0,23.0,12.0,23.0
" 2022-08-15 12:28:30",28.0,0.0,22.0,20.0,424.0,22.0,19.0,0.0,22.0,25.0,32.0,535.0,1.0,24.0,24.0,23.0,22.0,0.0,17.0,310.0,23.0,39.0,27.0,31.0,27.0,314.0,2.0,25.0,24.0,28.0,7.0
" 2022-08-15 12:27:43",17.0,0.0,29.0,24.0,521.0,39.0,1.0,0.0,29.0,28.0,38.0,519.0,0.0,21.0,30.0,5.0,23.0,18.0,5.0,338.0,20.0,19.0,27.0,8.0,12.0,408.0,20.0,23.0,25.0,21.0,9.0
" 2022-08-15 12:28:43",8.0,1.0,20.0,24.0,310.0,33.0,24.0,0.0,21.0,27.0,26.0,433.0,0.0,28.0,17.0,1.0,28.0,37.0,0.0,514.0,27.0,35.0,21.0,34.0,7.0,357.0,9.0,24.0,23.0,24.0,0.0
" 2022-08-15 12:29:09",24.0,1.0,23.0,27.0,532.0,39.0,21.0,1.0,29.0,23.0,6.0,513.0,0.0,22.0,21.0,2.0,26.0,7.0,22.0,358.0,24.0,30.0,21.0,21.0,2.0,421.0,19.0,22.0,26.0,9.0,12.0
" 2022-08-15 12:30:21",22.0,0.0,20.0,20.0,329.0,21.0,29.0,1.0,28.0,20.0,7.0,386.0,0.0,23.0,28.0,1.0,22.0,25.0,4.0,305.0,21.0,19.0,25.0,27.0,4.0,473.0,8.0,24.0,29.0,8.0,13.0
" 2022-08-15 12:31:32",24.0,0.0,23.0,20.0,379.0,14.0,13.0,1.0,27.0,25.0,28.0,531.0,1.0,25.0,4.0,18.0,29.0,17.0,0.0,352.0,23.0,38.0,27.0,3.0,27.0,450.0,7.0,27.0,21.0,20.0,8.0
" 2022-08-15 12:29:10",27.0,0.0,23.0,21.0,337.0,9.0,0.0,1.0,29.0,28.0,0.0,498.0,1.0,24.0,21.0,24.0,28.0,6.0,6.0,409.0,22.0,21.0,25.0,0.0,28.0,337.0,34.0,24.0,26.0,34.0,15.0
" 2022-08-15 12:31:49",23.0,0.0,29.0,27.0,506.0,38.0,25.0,0.0,20.0,26.0,36.0,518.0,1.0,23.0,31.0,0.0,24.0,5.0,26.0,440.0,27.0,30.0,20.0,23.0,13.0,462.0,27.0,29.0,20.0,29.0,27.0
" 2022-08-15 12:31:41",17.0,1.0,27.0,27.0,360.0,0.0,23.0,1.0,28.0,26.0,30.0,431.0,1.0,21.0,12.0,24.0,25.0,20.0,24.0,339.0,20.0,16.0,25.0,0.0,14.0,472.0,22.0,22.0,29.0,0.0,23.0
" 2022-08-15 12:32:37",20.0,1.0,22.0,28.0,511.0,10.0,11.0,1.0,27.0,28.0,1.0,367.0,1.0,27.0,22.0,25.0,24.0,32.0,28.0,372.0,26.0,13.0,23.0,14.0,4.0,388.0,15.0,22.0,23.0,0.0,1.0
" 2022-08-15 12:32:18",20.0,0.0,26.0,28.0,336.0,25.0,5.0,1.0,29.0,23.0,22.0,372.0,0.0,29.0,16.0,19.0,23.0,13.0,24.0,309.0,25.0,32.0,20.0,21.0,26.0,312.0,33.0,26.0,25.0,15.0,8.0
" 2022-08-15 12:34:32",26.0,1.0,23.0,29.0,521.0,11.0,24.0,0.0,27.0,27.0,14.0,489.0,1.0,20.0,12.0,13.0,20.0,37.0,27.0,538.0,20.0,36.0,27.0,19.0,0.0,312.0,5.0,24.0,27.0,38.0,13.0
" 2022-08-15 12:34:44",19.0,0.0,22.0,21.0,377.0,39.0,9.0,1.0,20.0,29.0,25.0,339.0,1.0,27.0,38.0,0.0,27.0,26.0,25.0,309.0,21.0,21.0,29.0,9.0,0.0,443.0,15.0,26.0,22.0,37.0,26.0
" 2022-08-15 12:35:58",15.0,0.0,26.0,20.0,412.0,0.0,20.0,1.0,21.0,20.0,19.0,506.0,0.0,21.0,35.0,21.0,20.0,18.0,12.0,307.0,26.0,15.0,28.0,19.0,29.0,350.0,31.0,28.0,25.0,6.0,9.0
